BlobID,Compound.Name,Library.Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Formula_Underivitized_forMod,Cstar_Cat,Library.Molecular.Weight_NISTmain,Model_Quant,Model_Properties,Notes
808,20200803_0949_blob_808_,caice_ssa_final_0805_0949,20200803_1919_blob_574,331,367,2058.461538,2053,"Dodecanoic acid, 3-hydroxy-",628,641,,C12H24O3,,,216,TRUE,TRUE,
1520,20200803_0949_blob_1520_,caice_ssa_final_0805_0949,20200803_1919_blob_574,0,681,2307.563025,2053,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",548,587,,C19H24O2,,,284,TRUE,TRUE,
1048,20200803_1535_blob_1048_,caice_ssa_final_0803_1535,20200803_1919_blob_576,247,258,1537.853107,1537,"Benzenemethanol, 4-(1,1-dimethylethyl)-α-methyl-",729,732,,C12H18O,,,178,TRUE,TRUE,
689,20200803_1535_blob_689_,caice_ssa_final_0803_1535,20200803_1919_blob_576,0,440,1994.444444,1537,"1H-1,3-Benzimidazole, 1-ethyl-2-methyl-5-(methylsulfonyl)-",656,718,,C11H14N2O2S,,,238,TRUE,TRUE,
979,20200803_1535_blob_979_,caice_ssa_final_0803_1535,20200803_1919_blob_579,0,534,1577.40113,1614,"Thiophene, 2-butyl-5-(2-methylpropyl)-",719,742,,C12H20S,,,196,TRUE,TRUE,
972,20200803_1535_blob_972_,caice_ssa_final_0803_1535,20200803_1919_blob_579,0,632,1843.055556,1614,"Naphthalene, 6,7-diethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-",685,715,,C18H28,,,244,TRUE,TRUE,
835,20200803_1535_blob_835_,caice_ssa_final_0803_1535,20200803_1919_blob_579,0,630,1893.055556,1614,"Androst-5,7-dien-3-ol-17-one",665,695,,C19H26O2,,,286,TRUE,TRUE,
1481,20200803_0949_blob_1481_,caice_ssa_final_0805_0949,20200803_1919_blob_579,0,573,1702.531646,1614,Citronellol epoxide (R or S),599,665,,C10H20O2,,,172,TRUE,TRUE,
1469,20200803_1535_blob_1469_,caice_ssa_final_0803_1535,20200803_1919_blob_581,309,312,1580.79096,1582,"Succinic acid, butyl isobutyl ester",762,843,,C12H22O4,,,230,TRUE,TRUE,
903,20200803_1535_blob_903_,caice_ssa_final_0803_1535,20200803_1919_blob_581,0,615,2220,1582,α-N-Normethadol,655,668,,C20H27NO,,,297,TRUE,TRUE,
4,20200803_1535_blob_4_,caice_ssa_final_0803_1535,20200803_1919_blob_591,279,399,1811.111111,1815,"Cyclononasiloxane, octadecamethyl-",741,867,1893,C18H54O9Si9,,,666,TRUE,TRUE,
1057,20200803_1535_blob_1057_,caice_ssa_final_0803_1535,20200803_1919_blob_591,343,401,1820.833333,1815,"3-[3-Bromophenyl]-7-chloro-3,4-dihydro-10-hydroxy-1,9(2H,10H)-acridinedione",605,695,,C19H13BrClNO3,,,417,TRUE,TRUE,
478,20200803_1535_blob_478_,caice_ssa_final_0803_1535,20200803_1919_blob_592,352,452,1726.582278,1727,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",717,724,,C16H50O7Si8,,,578,TRUE,TRUE,
21,20200803_1535_blob_21_,caice_ssa_final_0803_1535,20200803_1919_blob_592,0,530,1526.553672,1727,"5,7-Di-tert-butyl-8-hydroxy-3-methyl-3H-1,4-benzoxathiin-2-one",657,663,,C17H24O3S,,,308,TRUE,TRUE,
1048,20200803_0949_blob_1048_,caice_ssa_final_0805_0949,20200803_1919_blob_592,429,530,1721.518987,1727,"3,3a-Epoxydicyclopenta[a,d]cyclooctan-4ß-ol, 9,10a-dimethyl-6-methylene-3ß-isopropyl-",594,608,,C20H32O2,,,304,TRUE,TRUE,
492,20200803_1535_blob_492_,caice_ssa_final_0803_1535,20200803_1919_blob_596,0,720,2105.343511,1408,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",764,781,,C16H50O7Si8,,,578,TRUE,TRUE,
27,20200803_1535_blob_27_,caice_ssa_final_0803_1535,20200803_1919_blob_596,0,791,1880.555556,1408,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",702,710,,C16H50O7Si8,,,578,TRUE,TRUE,
1408,20200803_1535_blob_1408_,caice_ssa_final_0803_1535,20200803_1919_blob_596,0,556,1748.101266,1408,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",567,569,,C27H42O4,,,430,TRUE,TRUE,
1860,20200803_0949_blob_1860_,caice_ssa_final_0805_0949,20200803_1919_blob_614,729,744,1307.819815,1312,"2-Aminoethanol, N-(trifluoroacetyl)-, tert-butyldimethylsilyl ether",399,416,,C10H20F3NO2Si,,,271,TRUE,TRUE,
677,20200803_1535_blob_677_,caice_ssa_final_0803_1535,20200803_1919_blob_620,0,628,1701.265823,1249,3-Ethylbenzothiazolin-2-thione,751,836,,C9H9NS2,,,195,TRUE,TRUE,
1071,20200803_0949_blob_1071_,caice_ssa_final_0805_0949,20200803_1919_blob_620,0,602,2130.769231,1249,"(E)-1,2-Cyclopentanedicarboxylic acid, 3,3-dimethyl -4-trimethylsilylmethylene-, diethyl ester",568,604,,C17H30O4Si,,,326,TRUE,TRUE,
865,20200803_1535_blob_865_,caice_ssa_final_0803_1535,2-mercaptobenzothiazole,330,419,1994.444444,2000,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",689,716,,C19H24O2,,,284,TRUE,TRUE,
799,20200803_1535_blob_799_,caice_ssa_final_0803_1535,3-5-dimethoxyphenol,0,708,2137.40458,1525,"Acridin-9-amine, 1,2,3,4-tetrahydro-5,8-dimethyl-",726,751,,C15H18N2,,,226,TRUE,TRUE,
847,20200803_1535_blob_847_,caice_ssa_final_0803_1535,3-5-dimethoxyphenol,0,710,2114.503817,1525,"Acridin-9-amine, 1,2,3,4-tetrahydro-5,8-dimethyl-",724,754,,C15H18N2,,,226,TRUE,TRUE,
813,20200803_1535_blob_813_,caice_ssa_final_0803_1535,3-5-dimethoxyphenol,0,709,2181.679389,1525,"1-Propene-2-thiol, 1,1-diphenyl-",691,715,,C15H14S,,,226,TRUE,TRUE,
995,20200803_1535_blob_995_,caice_ssa_final_0803_1535,3-5-dimethoxyphenol,0,652,2184.732824,1525,"1,1'-Biphenyl, 2,2'-dimethyl-6,6'-dinitro-",634,665,,C14H12N2O4,,,272,TRUE,TRUE,
856,20200803_0949_blob_856_,caice_ssa_final_0805_0949,4-Benzoylbenzoic acid,71,336,2231.932773,2242,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, trans-",600,610,,C28H44O4,,,444,TRUE,TRUE,
683,20200803_1535_blob_683_,caice_ssa_final_0803_1535,4-Bromodiphenylamine,0,626,2039.694656,1993,2-(α-Chlorophenylmethyl)pyridine,769,829,,C12H10ClN,,,203,TRUE,TRUE,
500,20200803_1535_blob_500_,caice_ssa_final_0803_1535,4-Bromodiphenylamine,203,345,2000,1993,"3,7-Dimethoxyphenothiazine",698,712,,C14H13NO2S,,,259,TRUE,TRUE,
1140,20200803_1535_blob_1140_,caice_ssa_final_0803_1535,4-hydroxybenzoic acid,0,598,1698.734177,1651,"[(4-Hexylbenzene-1,3-diyl)bis(oxy)]bis(trimethylsilane)",585,719,,C18H34O2Si2,,,338,TRUE,TRUE,
1730,20200803_0949_blob_1730_,caice_ssa_final_0805_0949,9H-Florenone,92,310,1786.075949,1776,"Menthol, 1'-(butyn-3-one-1-yl)-, (1R,2S,5R)-",711,727,,C14H22O2,,,222,TRUE,TRUE,
1125,20200803_1535_blob_1125_,caice_ssa_final_0803_1535,9H-Florenone,0,506,2125.19084,1776,"5,8,11,14-Eicosatetraynoic acid",711,728,,C20H24O2,,,296,TRUE,TRUE,
1045,20200803_1535_blob_1045_,caice_ssa_final_0803_1535,9H-Florenone,0,617,2211.666667,1776,"(2,3-Diphenyl-aziridin-1-yl)-(1-methyl-7-oxa-bicyclo[4.1.0]hept-2-ylidene)-amine",652,753,,C21H22N2O,,,318,TRUE,TRUE,
18,20200803_0949_blob_18_,caice_ssa_final_0805_0949,a-Amyrin,0,552,1892.957746,3480,"Bicyclo[4.3.0]nonan-2-one, 8-isopropylidene-",735,796,,C12H18O,,,178,TRUE,TRUE,
1044,20200803_1535_blob_1044_,caice_ssa_final_0803_1535,a-Amyrin,0,566,2131.29771,3480,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,732,,C20H24N2O,,,308,TRUE,TRUE,
999,20200803_1535_blob_999_,caice_ssa_final_0803_1535,a-Amyrin,0,585,2033.587786,3480,"Androstan-17-one, 3-ethyl-3-hydroxy-, (5α)-",683,693,,C21H34O2,,,318,TRUE,TRUE,
794,20200803_1535_blob_794_,caice_ssa_final_0803_1535,a-Amyrin,0,529,1746.835443,3480,"10a,12a-Dimethyl-hexadecahydro-2-oxa-chrysen-3-one",674,677,,C19H30O2,,,290,TRUE,TRUE,
709,20200803_1535_blob_709_,caice_ssa_final_0803_1535,a-bisabolol,0,562,2355,1719,"Phenanthrene, 3,4,5,6-tetramethyl-",768,894,,C18H18,,,234,TRUE,TRUE,
1363,20200803_1535_blob_1363_,caice_ssa_final_0803_1535,a-bisabolol,567,596,1717.721519,1719,"4-Isopropenyl-4,7-dimethyl-1-oxaspiro[2.5]octane",739,780,,C12H20O,,,180,TRUE,TRUE,
1205,20200803_1535_blob_1205_,caice_ssa_final_0803_1535,a-bisabolol,0,521,2700.970874,1719,Octocrylene,735,764,,C24H27NO2,,,361,TRUE,TRUE,
711,20200803_1535_blob_711_,caice_ssa_final_0803_1535,a-bisabolol,0,546,1697.468354,1719,"2-Pentanone, 4-cyclohexylidene-3,3-diethyl-",709,740,,C15H26O,,,222,TRUE,TRUE,
702,20200803_0949_blob_702_,caice_ssa_final_0805_0949,a-bisabolol,0,623,1853.521127,1719,7-Hydroxyfarnesen,705,758,,C15H24O,,,220,TRUE,TRUE,
1243,20200803_1535_blob_1243_,caice_ssa_final_0803_1535,a-bisabolol,0,648,1769.620253,1719,cis-Z-α-Bisabolene epoxide,701,708,,C15H24O,,,220,TRUE,TRUE,
905,20200803_0949_blob_905_,caice_ssa_final_0805_0949,a-bisabolol,0,618,1973.239437,1719,"10,13-Dioxatricyclo[7.3.1.0(4,9)]tridecan-5-ol-2-carboxylic acid, 4-methyl-11-(1-propenyl)-, methyl ester",675,738,,C17H26O5,,,310,TRUE,TRUE,
790,20200803_1535_blob_790_,caice_ssa_final_0803_1535,a-bisabolol,0,666,2609.708738,1719,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",674,706,,C30H52O2,,,444,TRUE,TRUE,
850,20200803_1535_blob_850_,caice_ssa_final_0803_1535,a-bisabolol,0,600,2290,1719,"Ibogamine-18-carboxylic acid, 3,4-didehydro-, methyl ester, (2α,5ß,6α,18ß)-",670,688,,C21H24N2O2,,,336,TRUE,TRUE,
839,20200803_1535_blob_839_,caice_ssa_final_0803_1535,a-bisabolol,0,571,2155.725191,1719,"2,3,3',4'-Tetramethoxy-α-methyl-propenylstilbene-5-carboxaldehyde",654,703,,C20H22O5,,,342,TRUE,TRUE,
1038,20200803_1535_blob_1038_,caice_ssa_final_0803_1535,a-bisabolol,0,594,1898.611111,1719,"Silane, (9,10-dimethyl-2,4,6,8-tetrathiatricyclo[3.3.1.1(3,7)]dec-1-yl)trimethyl-",642,644,,C11H20S4Si,,,308,TRUE,TRUE,
1271,20200803_0949_blob_1271_,caice_ssa_final_0805_0949,a-bisabolol,0,590,2206.722689,1719,Azafrin,599,599,,C27H38O4,,,426,TRUE,TRUE,
9,20200803_1535_blob_9_,caice_ssa_final_0803_1535,a-bisabolol,0,511,1900,1719,"1H-isoindole-1,3(2H)-dione, 2-(5-acetyl-8-methoxy-1-naphthalenyl)-",595,687,,C21H15NO4,,,345,TRUE,TRUE,
694,20200803_1535_blob_694_,caice_ssa_final_0803_1535,anthraquinone,0,514,2293.333333,2017,"9,10-Anthracenedione, 2,7-dimethyl-",788,868,,C16H12O2,,,236,TRUE,TRUE,RI cant be confirmed
830,20200803_1535_blob_830_,caice_ssa_final_0803_1535,anthraquinone,408,495,2013.740458,2017,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",675,701,,C19H24O2,,,284,TRUE,TRUE,
1081,20200803_1535_blob_1081_,caice_ssa_final_0803_1535,anthraquinone,276,330,2019.847328,2017,"9-Desoxo-9-x-acetoxy-3,8,12-tri-O-acetylingol",604,629,,C28H40O10,,,536,TRUE,TRUE,
1195,20200803_0949_blob_1195_,caice_ssa_final_0805_0949,anthraquinone,310,351,2013.846154,2017,"4a,10a-Methanophenanthren-9ß-ol, 11-syn-bromo-1,2,3,4,4a,9,10,10a-octahydro-",591,621,,C15H17BrO,,,292,TRUE,TRUE,
30,20200803_1535_blob_30_,caice_ssa_final_0803_1535,arabitol,257,259,1745.56962,1744,"Phthalimide, N-(1-hydroxy-2-propyl)-",805,853,,C11H11NO3,,,205,TRUE,TRUE,Should be derivatized and RI cant be confirmed
1177,20200803_1535_blob_1177_,caice_ssa_final_0803_1535,arabitol,377,431,1744.303797,1744,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",632,671,,C14H44O6Si7,,,504,TRUE,TRUE,
842,20200803_1535_blob_842_,caice_ssa_final_0803_1535,benzophenone,0,553,1894.444444,1662,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",684,692,,C28H44O4,,,444,TRUE,TRUE,
922,20200803_1535_blob_922_,caice_ssa_final_0803_1535,benzophenone,0,575,1905.555556,1662,"2-Isopropylidene-3-methyl-1-phenyl-hexa-3,5-dien-1-one",666,696,,C16H18O,,,226,TRUE,TRUE,
1772,20200803_0949_blob_1772_,caice_ssa_final_0805_0949,benzophenone,0,636,2093.846154,1662,"3,5-Dihydroxy-3-methyl-pentanamide, N-benzhydryl-",628,630,,C19H23NO3,,,313,TRUE,TRUE,
2052,20200803_0949_blob_2052_,caice_ssa_final_0805_0949,benzophenone,134,291,1669.620253,1662,"2,4-Hexanedione, 1,1,1-trifluoro-5,5-dimethyl-",510,612,,C8H11F3O2,,,196,TRUE,TRUE,
1026,20200803_1535_blob_1026_,caice_ssa_final_0803_1535,Benzothiazole,0,468,1819.444444,1246,"Indole-2-one, 2,3-dihydro-5-hydroxy-1,3-dimethyl-",720,752,,C10H11NO2,,,177,TRUE,TRUE,
63,20200803_1535_blob_63_,caice_ssa_final_0803_1535,Benzothiazole,0,528,1995.833333,1246,"Butylparaben, TBDMS derivative",631,646,2022,C17H28O3Si,,,308,TRUE,TRUE,
855,20200803_1535_blob_855_,caice_ssa_final_0803_1535,"Benzothiazole, 2-phenyl-",238,379,2018.320611,2024,"4-Hydroxydiphenylamine, O-trimethylsilyl-",815,851,,C15H19NOSi,,,257,TRUE,TRUE,RI cant be cofnirmed
926,20200803_1535_blob_926_,caice_ssa_final_0803_1535,"Benzothiazole, 2-phenyl-",424,591,2018.320611,2024,"2,6-Dimethyldibenzothiophene",727,882,,C14H12S,,,212,TRUE,TRUE,
1192,20200803_1535_blob_1192_,caice_ssa_final_0803_1535,"Benzothiazole, 2-phenyl-",230,323,2030.534351,2024,"Naphthalene, 1,2,3-trimethyl-4-propenyl-, (E)-",652,726,,C16H18,,,210,TRUE,TRUE,
1001,20200803_0949_blob_1001_,caice_ssa_final_0805_0949,"Benzothiazole, 2-phenyl-",325,440,2027.692308,2024,"Benz[e]azulene-3,8-dione, 5-[(acetyloxy)methyl]-3a,4,6a,7,9,10,10a,10b-octahydro-3a,10a-dihydroxy-2,10-dimethyl-, (3aα,6aα,10ß,10aß,10bß)-(+)-",647,652,,C19H24O6,,,348,TRUE,TRUE,
1245,20200803_1535_blob_1245_,caice_ssa_final_0803_1535,bisabolol,218,472,1760.759494,1771,"1-Hexadecanol, 2-methyl-",747,754,,C17H36O,,,256,TRUE,TRUE,
1056,20200803_1535_blob_1056_,caice_ssa_final_0803_1535,bisabolol,418,474,1768.35443,1771,"6-Ethoxy-1,2,3,4-tetrahydro-2,2,4-trimethylquinoline",709,747,,C14H21NO,,,219,TRUE,TRUE,
967,20200803_1535_blob_967_,caice_ssa_final_0803_1535,bisabolol,506,561,1772.151899,1771,"Prosta-5,13-dien-1-oic acid, 9,11-epidioxy-15-[[(4-methylphenyl)sulfonyl]oxy]-, methyl ester, (5Z,9α,11α,13E,15S)-",669,685,,C24H42O5Si,,,438,TRUE,TRUE,
1257,20200803_1535_blob_1257_,caice_ssa_final_0803_1535,bisabolol,421,524,1769.620253,1771,"3-Hydroxy-2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid, 2-trimethylsilylethyl ester",634,649,,C20H36O3Si,,,352,TRUE,TRUE,
1004,20200803_1535_blob_1004_,caice_ssa_final_0803_1535,C10 diacid (sebacic acid),398,474,1929.166667,1923,Phorbol,738,739,,C20H28O6,,,364,TRUE,TRUE,
982,20200803_0949_blob_982_,caice_ssa_final_0805_0949,C10 diacid (sebacic acid),420,437,1923.943662,1923,"Bicyclo[4.4.0]dec-2-ene-4-ol, 2-methyl-9-(prop-1-en-3-ol-2-yl)-",714,736,,C15H24O2,,,236,TRUE,TRUE,
1281,20200803_1535_blob_1281_,caice_ssa_final_0803_1535,C10 diacid (sebacic acid),434,496,1920.833333,1923,"9,19-Cyclochloestene-3,7-diol, 4,14-dimethyl-, 3-acetate",686,690,,C31H52O3,,,472,TRUE,TRUE,
1319,20200803_0949_blob_1319_,caice_ssa_final_0805_0949,C10 diacid (sebacic acid),396,410,1923.943662,1923,7-Methyl-Z-tetradecen-1-ol acetate,656,671,,C17H32O2,,,268,TRUE,TRUE,
646,20200803_1535_blob_646_,caice_ssa_final_0803_1535,C10 diacid (sebacic acid),331,428,1918.055556,1923,"1-[3-Amino-4-(pyridin-4-yl)-5H,6H,7H,8H-thieno[2,3-b]quinolin-2-yl]ethanone",631,633,,C18H17N3OS,,,323,TRUE,TRUE,
925,20200803_1535_blob_925_,caice_ssa_final_0803_1535,C12 diacid,363,383,2119.083969,2120,{4-Methoxy-2-[(trimethylsilyl)oxy]phenyl}(phenyl)methanone,801,823,,C17H20O3Si,,,300,TRUE,TRUE,RI cant be confirmed
1105,20200803_1535_blob_1105_,caice_ssa_final_0803_1535,C12 diacid,169,479,2131.29771,2120,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",751,763,,C30H48,,,408,TRUE,TRUE,
1173,20200803_0949_blob_1173_,caice_ssa_final_0805_0949,C12 diacid,322,466,2112.307692,2120,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",703,704,,C23H32O,,,324,TRUE,TRUE,
976,20200803_1535_blob_976_,caice_ssa_final_0803_1535,C12 diacid,448,512,2116.030534,2120,"Acetic acid, 17-(1-acetoxy-ethyl)-10,13-dimethyl-3-oxo-2,3,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-11-yl (ester)",691,698,,C25H34O5,,,414,TRUE,TRUE,
1078,20200803_1535_blob_1078_,caice_ssa_final_0803_1535,C12 diacid,40,481,2135.877863,2120,"Pseduosarsasapogenin-5,20-dien",682,740,,C27H42O3,,,414,TRUE,TRUE,
888,20200803_1535_blob_888_,caice_ssa_final_0803_1535,C12 diacid,424,508,2122.137405,2120,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",680,718,,C14H16O6,,,280,TRUE,TRUE,
1162,20200803_1535_blob_1162_,caice_ssa_final_0803_1535,C13 acid,591,776,1775.949367,1776,"Tridecanoic acid, TMS derivative",603,777,1750,C16H34O2Si,,,286,TRUE,TRUE,
681,20200803_1535_blob_681_,caice_ssa_final_0803_1535,C14 Diacid,345,345,2318.333333,2318,11H-Benzo[b]fluorene,830,880,,C17H12,,,216,TRUE,TRUE,def an alkane but RI not right
732,20200803_1535_blob_732_,caice_ssa_final_0803_1535,C14 Diacid,13,419,2303.333333,2318,9-Phenyl-5H-benzocycloheptene,746,836,,C17H14,,,218,TRUE,TRUE,
834,20200803_1535_blob_834_,caice_ssa_final_0803_1535,C14 Diacid,415,457,2323.333333,2318,3ß-Myristoylolean-12-en-16ß-ol,668,704,,C44H76O3,,,652,TRUE,TRUE,
829,20200803_1535_blob_829_,caice_ssa_final_0803_1535,C14 Diacid,417,440,2313.333333,2318,"1,3-Dimethyl 5-(methoxyimino)-4,6-dimethyl-2-oxocyclohexa-1(6),3-diene-1,3-dicarboxylate",657,725,,C13H15NO6,,,281,TRUE,TRUE,
821,20200803_1535_blob_821_,caice_ssa_final_0803_1535,C14 Diacid,446,476,2320,2318,"Androstane-3,16-diol, (3ß,5α,16α)-",644,708,,C19H32O2,,,292,TRUE,TRUE,
767,20200803_1535_blob_767_,caice_ssa_final_0803_1535,C14 Diacid,295,439,2310,2318,"Acetamide, N-[3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)propyl]-2,2,2-trifluoro-N-methyl-",641,712,,C21H20F3NO,,,359,TRUE,TRUE,
759,20200803_1535_blob_759_,caice_ssa_final_0803_1535,C16,0,596,2412.612613,1627,"Pyrene, 1,3-dimethyl-",707,873,,C18H14,,,230,TRUE,TRUE,
861,20200803_1535_blob_861_,caice_ssa_final_0803_1535,C16,0,639,2363.333333,1627,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",689,708,,C30H48,,,408,TRUE,TRUE,
1073,20200803_1535_blob_1073_,caice_ssa_final_0803_1535,C16,0,605,2135.877863,1627,"Dasycarpidan-1-methanol, acetate (ester)",685,705,,C20H26N2O2,,,326,TRUE,TRUE,
778,20200803_1535_blob_778_,caice_ssa_final_0803_1535,C16,0,676,2376.666667,1627,"4-Methoxyphenoxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",668,687,,C17H22N2O3,,,302,TRUE,TRUE,
31,20200803_1535_blob_31_,caice_ssa_final_0803_1535,C16,0,579,1806.944444,1627,"1,3,3,5,5-Pentamethylcyclohexanol",658,710,,C11H22O,,,170,TRUE,TRUE,
816,20200803_1535_blob_816_,caice_ssa_final_0803_1535,C16,0,629,2448.648649,1627,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",655,657,,C27H36O10,,,520,TRUE,TRUE,
656,20200803_1535_blob_656_,caice_ssa_final_0803_1535,C16,0,634,1854.166667,1627,"5-Cyclotetradecyn-2-one, 8-hydroxy-14-pentyl-1-oxa",654,660,,C18H30O3,,,294,TRUE,TRUE,
820,20200803_1535_blob_820_,caice_ssa_final_0803_1535,C16,0,565,2466.666667,1627,"Pyrene, 1,3-dimethyl-",653,862,,C18H14,,,230,TRUE,TRUE,
840,20200803_1535_blob_840_,caice_ssa_final_0803_1535,C16,0,654,2328.333333,1627,"Palmitic acid, 2-(tetradecyloxy)ethyl ester",653,656,,C32H64O3,,,496,TRUE,TRUE,
705,20200803_1535_blob_705_,caice_ssa_final_0803_1535,C16,0,610,1888.888889,1627,"5-Cyclotetradecyn-2-one, 8-hydroxy-14-pentyl-1-oxa",650,672,,C18H30O3,,,294,TRUE,TRUE,
825,20200803_1535_blob_825_,caice_ssa_final_0803_1535,C16,0,660,2278.333333,1627,"Anthiaergosta-5,7,9-trien-3-one",632,678,,C28H42O,,,394,TRUE,TRUE,
706,20200803_1535_blob_706_,caice_ssa_final_0803_1535,C16,0,729,2443.243243,1627,"3,6-Dichloro-1,2,4,5-benzenetetramethanol",613,629,,C10H12Cl2O4,,,266,TRUE,TRUE,
872,20200803_1535_blob_872_,caice_ssa_final_0803_1535,C16,0,593,2477.477477,1627,"Pyrene, 1,3-dimethyl-",610,841,,C18H14,,,230,TRUE,TRUE,
975,20200803_1535_blob_975_,caice_ssa_final_0803_1535,C17,0,636,2260,1729,Phorbol,753,759,,C20H28O6,,,364,TRUE,TRUE,
836,20200803_1535_blob_836_,caice_ssa_final_0803_1535,C17,0,643,2330,1729,"3,12-Oleandione",679,680,,C30H48O2,,,440,TRUE,TRUE,
1024,20200803_1535_blob_1024_,caice_ssa_final_0803_1535,C17,0,648,2308.333333,1729,"Ibogamine-18-carboxylic acid, 3,4-didehydro-, methyl ester, (2α,5ß,6α,18ß)-",642,679,,C21H24N2O2,,,336,TRUE,TRUE,
828,20200803_1535_blob_828_,caice_ssa_final_0803_1535,C17,0,629,2298.333333,1729,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3aα,6ß,6aα,9ß,9aß,9bα)]-",639,659,,C17H24O6,,,324,TRUE,TRUE,
835,20200803_0949_blob_835_,caice_ssa_final_0805_0949,C17 acid,313,430,2175.384615,2177,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",621,662,,C16H50O7Si8,,,578,TRUE,TRUE,
789,20200803_1535_blob_789_oil,caice_ssa_final_0803_1535,C18,0,813,2164.885496,1831,"Ethanol, 2-(octadecyloxy)-",776,785,,C20H42O2,,,314,TRUE,TRUE,RI cant be confirmed
1030,20200803_1535_blob_1030_,caice_ssa_final_0803_1535,C18,0,716,2114.503817,1831,2-Methyl-Z-4-tetradecene,741,790,,C15H30,,,210,TRUE,TRUE,
1178,20200803_1535_blob_1178_,caice_ssa_final_0803_1535,C18,0,677,1781.012658,1831,tert-Hexadecanethiol,714,727,,C16H34S,,,258,TRUE,TRUE,
1701,20200803_0949_blob_1701_,caice_ssa_final_0805_0949,C18,174,380,1838.028169,1831,"Acetic acid, 6,6-dimethyl-2-methylene-7-(3-oxobutylidene)oxepan-3-ylmethyl ester",709,742,,C16H24O4,,,280,TRUE,TRUE,
811,20200803_1535_blob_811_,caice_ssa_final_0803_1535,C18,0,559,2210,1831,"Benzene, 1,1'-tetradecylidenebis-",673,721,,C26H38,,,350,TRUE,TRUE,
785,20200803_1535_blob_785_,caice_ssa_final_0803_1535,C18,0,654,1976.388889,1831,E-8-Methyl-7-dodecen-1-ol acetate,653,670,,C15H28O2,,,240,TRUE,TRUE,
746,20200803_0949_blob_746_,caice_ssa_final_0805_0949,C18,470,626,1830.985915,1831,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",642,776,,C27H50O6,,,470,TRUE,TRUE,
1088,20200803_1535_blob_1088_,caice_ssa_final_0803_1535,C18,423,631,1829.166667,1831,"d-Allo-dec-2-enonic acid, 5,8-anhydro-2,3,4,9-tetradeoxy-8-C-(hydroxymethyl)-3-methyl-7,8-O-(1-methylethylidene)-, methyl ester, 10-acetate, (E)-",638,640,,C18H28O8,,,372,TRUE,TRUE,
1098,20200803_0949_blob_1098_,caice_ssa_final_0805_0949,C18,0,636,2496.363636,1831,"Octadecanal, 2-bromo-",609,610,,C18H35BrO,,,346,TRUE,TRUE,
19,20200803_1535_blob_19_,caice_ssa_final_0803_1535,C18 Acid,0,510,1311.499384,2280,"Cyclohexasiloxane, dodecamethyl-",868,871,1335,C12H36O6Si6,,,444,TRUE,TRUE,RI does not match nist database- probably a siloxane but not it
